,xcentre,ycentre,zcentre,cut_vulcan,cut_poz,f1
3799,474616.209,7479464.386,1572.5,0.728,0.4,15.0
3800,474613.381,7479425.756,1572.5,0.131,0.076,15.0
3801,474606.714,7479423.804,1572.5,0.13,0.079,15.0
3802,474603.213,7479435.38,1572.5,0.139,0.1,15.0
3803,474601.63,7479428.616,1572.5,0.139,0.081,15.0
3804,474598.465,7479415.089,1572.5,0.659,0.215,15.0
3805,474596.883,7479408.326,1572.5,0.493,0.705,15.0
3806,474592.135,7479388.035,1572.5,0.6920000000000001,0.271,15.0
3807,474585.469,7479386.083,1572.5,0.613,0.455,15.0
3808,474590.216,7479406.374,1572.5,0.534,0.61,15.0
3809,474594.964,7479426.665,1572.5,0.713,0.094,15.0
3810,474601.294,7479453.719,1572.5,0.807,1.127,15.0
3811,474606.042,7479474.009,1572.5,0.873,0.276,15.0
3812,474591.463,7479438.24,1572.5,0.927,0.115,15.0
3813,474589.88,7479431.476,1572.5,0.8759999999999999,0.218,15.0
3814,474589.544,7479456.579,1572.5,1.17,0.846,15.0
3815,474586.042,7479468.154,1572.5,0.968,1.325,15.0
3816,474576.547,7479427.573,1572.5,1.209,1.829,15.0
3817,474569.881,7479425.622,1572.5,1.041,1.658,15.0
3818,474571.463,7479432.385,1572.5,1.28,0.975,15.0
3819,474576.211,7479452.676,1572.5,1.1059999999999999,1.239,15.0
3820,474579.376,7479466.203,1572.5,1.183,0.88,16.0
3821,474572.71,7479464.251,1572.5,1.004,0.846,15.0
3822,474559.713,7479435.245,1572.5,0.177,0.179,15.0
3823,474564.461,7479455.536,1572.5,0.905,0.195,16.0
3824,474549.545,7479444.869,1572.5,0.187,0.241,15.0
3825,474580.385,7479390.895,1572.5,0.6829999999999999,1.421,15.0
3826,474578.802,7479384.132,1572.5,0.139,1.379,15.0
3827,474572.136,7479382.18,1572.5,0.14,0.886,15.0
3828,474573.718,7479388.944,1572.5,0.138,0.363,15.0
3829,474578.466,7479409.234,1572.5,0.69,0.319,15.0
3830,474580.049,7479415.998,1572.5,0.7859999999999999,0.182,15.0
3831,474583.214,7479429.525,1572.5,1.021,0.108,15.0
3832,474587.961,7479449.815,1572.5,1.117,0.981,15.0
3833,474584.46,7479461.391,1572.5,1.318,0.295,15.0
3834,474578.13,7479434.337,1572.5,1.125,1.302,15.0
3835,474574.965,7479420.81,1572.5,0.929,2.61,15.0
3836,474571.8,7479407.283,1572.5,0.7759999999999999,2.829,15.0
3837,474566.716,7479412.094,1572.5,0.816,0.231,15.0
3838,474586.715,7479417.949,1572.5,0.851,0.053,15.0
3839,474535.876,7479466.068,1572.5,0.385,0.75,16.0
3840,474546.044,7479456.445,1572.5,0.18100000000000002,0.23,16.0
3841,474544.461,7479449.681,1572.5,0.188,0.16,15.0
3842,474534.294,7479459.305,1572.5,0.192,0.22,15.0
3843,474968.35,7481675.454,1557.5,2.425,2.15,32.0
3844,474969.101,7481710.446,1557.5,0.502,1.67,32.0
3845,474425.565,7479699.935,1617.5,0.997,1.843,7.0
3846,474374.776,7479717.94,1617.5,1.091,0.88,7.0
3847,474339.737,7479779.847,1617.5,0.9359999999999999,0.48,8.0
3848,474404.854,7479739.089,1617.5,0.858,0.391,7.0
3849,474441.314,7479743.837,1617.5,0.27,0.374,7.0
3850,474382.581,7479768.193,1617.5,0.259,0.313,7.0
3851,474319.025,7479819.001,1617.5,0.34,0.25,8.0
3852,474342.859,7479799.948,1617.5,0.325,0.3,8.0
3853,474430.814,7479724.781,1617.5,0.8959999999999999,1.056,7.0
3854,474440.476,7479715.121,1617.5,0.941,0.842,7.0
3855,474445.658,7479702.126,1617.5,0.948,0.526,7.0
3856,474443.015,7479697.284,1617.5,1.011,0.515,7.0
3857,474435.071,7479703.635,1617.5,0.7879999999999999,0.622,7.0
3858,474424.242,7479709.193,1617.5,0.9079999999999999,1.266,7.0
3859,474401.916,7479725.222,1617.5,1.0,0.87,7.0
3860,474406.511,7479730.503,1617.5,1.01,0.85,7.0
3861,474444.169,7479727.049,1617.5,0.324,0.391,7.0
3862,474457.203,7479731.135,1617.5,0.297,0.299,7.0
3863,474466.709,7479734.835,1617.5,0.307,0.383,7.0
3864,474465.148,7479724.784,1617.5,0.317,0.439,7.0
3865,474432.859,7479734.841,1617.5,0.816,0.557,7.0
3866,474426.098,7479735.984,1617.5,0.938,0.416,7.0
3867,474395.348,7479735.39,1617.5,0.924,0.529,7.0
3868,474378.36,7479775.72,1617.5,0.282,0.644,7.0
3869,474388.965,7479751.791,1617.5,0.654,1.037,7.0
3870,474398.47,7479755.491,1617.5,0.523,0.444,7.0
3871,474394.62,7479744.83,1617.5,0.7609999999999999,0.616,7.0
3872,474414.359,7479742.789,1617.5,0.8,0.315,7.0
3873,474312.054,7479834.109,1617.5,0.276,0.18,8.0
3874,474320.471,7479829.084,1617.5,0.29100000000000004,0.28,8.0
3875,474309.52,7479815.301,1617.5,0.39399999999999996,0.28,8.0
3876,474328.53,7479822.7,1617.5,0.316,0.71,8.0
3877,474309.995,7479805.899,1617.5,0.396,0.49,8.0
3878,474323.848,7479792.549,1617.5,0.384,0.37,8.0
3879,474331.792,7479786.198,1617.5,0.368,0.39,8.0
3880,474322.287,7479782.498,1617.5,0.39299999999999996,0.21,8.0
3881,474349.242,7479783.546,1617.5,0.314,0.39,8.0
3882,474398.282,7479719.409,1617.5,0.9329999999999999,2.34,7.0
3883,474396.239,7479712.714,1617.5,0.9490000000000001,0.76,7.0
3884,474371.515,7479754.443,1617.5,0.7120000000000001,1.05,7.0
3885,474418.015,7479684.036,1617.5,1.077,1.87,8.0
3886,474414.737,7479705.493,1617.5,1.047,1.13,7.0
3887,474406.131,7479708.95,1617.5,0.97,1.61,7.0
3888,474379.459,7479748.092,1617.5,0.833,1.8,7.0
3889,474401.237,7479692.94,1617.5,1.347,2.01,8.0
3890,474397.84,7479698.966,1617.5,2.045,1.83,7.0
3891,474397.049,7479688.837,1617.5,2.011,2.26,8.0
3892,474390.665,7479705.238,1617.5,0.9159999999999999,1.88,7.0
3893,474393.787,7479725.339,1617.5,0.929,0.94,7.0
3894,474384.282,7479721.64,1617.5,0.852,1.4,7.0
3895,474382.721,7479711.589,1617.5,0.856,1.04,7.0
3896,474392.226,7479715.289,1617.5,0.882,1.21,7.0
3897,474593.148,7480408.585,1557.5,0.65,0.75,41.0
3898,474576.471,7480477.278,1557.5,0.425,0.47,41.0
3899,474580.91,7480372.628,1557.5,0.65,0.47,41.0
3900,475256.141,7481701.198,1602.5,1.359,1.597,21.0
3901,475222.234,7481718.06,1602.5,1.459,1.13,21.0
3902,475237.695,7481722.659,1602.5,1.4140000000000001,1.172,21.0
3903,475200.09,7481725.293,1602.5,1.5030000000000001,0.623,21.0
3904,475249.3,7481702.68,1602.5,1.3840000000000001,2.106,21.0
3905,475242.459,7481704.161,1602.5,1.3659999999999999,1.15,21.0
3906,475228.823,7481707.334,1602.5,1.389,1.406,21.0
3907,475215.633,7481712.006,1602.5,1.429,0.314,21.0
3908,475204.775,7481720.092,1602.5,1.567,1.137,21.0
3909,475253.261,7481710.007,1602.5,1.383,1.587,21.0
3910,475267.065,7481715.091,1602.5,1.525,1.458,21.0
3911,475263.718,7481707.743,1602.5,1.504,1.172,21.0
3912,474421.0,7479479.0,1602.5,1.631,0.62,9.0
3913,475097.469,7481539.655,1572.5,0.966,2.23,28.0
3914,475097.019,7481518.66,1572.5,0.941,0.46,28.0
3915,475133.311,7481531.885,1572.5,0.391,0.47,28.0
3916,475121.464,7481539.141,1572.5,0.396,0.38,28.0
3917,475139.535,7481542.254,1572.5,0.423,0.42,28.0
3918,475139.085,7481521.259,1572.5,0.396,0.33,28.0
3919,475102.643,7481501.036,1572.5,0.387,0.39,28.0
3920,475120.714,7481504.149,1572.5,0.369,0.38,28.0
3921,475091.396,7481536.285,1572.5,1.002,3.054,28.0
3922,475115.09,7481521.774,1572.5,0.369,0.41,28.0
3923,475091.096,7481522.288,1572.5,0.932,0.51,28.0
3924,475103.093,7481522.031,1572.5,0.389,0.373,28.0
3925,475109.016,7481518.403,1572.5,0.366,0.422,28.0
3926,475097.169,7481525.659,1572.5,1.055,0.261,28.0
3927,475103.393,7481536.028,1572.5,0.379,0.584,28.0
3928,475097.619,7481546.654,1572.5,0.409,2.565,28.0
3929,475115.39,7481535.77,1572.5,0.387,0.34,28.0
3930,475133.161,7481524.887,1572.5,0.375,0.379,28.0
3931,475127.537,7481542.512,1572.5,0.40299999999999997,0.408,28.0
3932,475145.458,7481538.627,1572.5,0.408,0.445,28.0
3933,475133.461,7481538.884,1572.5,0.40299999999999997,0.36,28.0
3934,475139.385,7481535.256,1572.5,0.40700000000000003,0.329,28.0
3935,475127.237,7481528.515,1572.5,0.381,0.454,28.0
3936,475108.566,7481497.408,1572.5,0.375,0.341,28.0
3937,475084.722,7481504.921,1572.5,1.022,0.375,28.0
3938,475090.495,7481494.295,1572.5,0.691,0.324,28.0
3939,475126.787,7481507.52,1572.5,0.369,0.462,28.0
3940,475096.719,7481504.663,1572.5,0.8059999999999999,0.402,28.0
3941,475108.266,7481483.411,1572.5,0.373,0.465,28.0
3942,475096.419,7481490.667,1572.5,0.6559999999999999,0.455,28.0
3943,475090.646,7481501.293,1572.5,0.968,0.37,28.0
3944,475114.64,7481500.778,1572.5,0.37200000000000005,0.374,28.0
3945,475084.422,7481490.924,1572.5,0.726,0.396,27.0
3946,475114.49,7481493.78,1572.5,0.363,0.371,28.0
3947,475108.716,7481504.406,1572.5,0.377,0.354,28.0
3948,475001.758,7481897.582,1602.5,0.812,1.439,1.0
3949,475142.081,7481919.906,1602.5,1.127,1.089,1.0
3950,475041.755,7481897.113,1602.5,0.46799999999999997,0.912,1.0
3951,475062.086,7481920.842,1602.5,0.523,0.515,1.0
3952,475005.851,7481905.534,1602.5,1.641,1.53,1.0
3953,474997.852,7481905.628,1602.5,1.619,1.076,1.0
3954,475001.945,7481913.58,1602.5,1.546,1.996,1.0
3955,475009.758,7481897.488,1602.5,0.7020000000000001,1.811,1.0
3956,475073.94,7481912.738,1602.5,0.532,0.967,1.0
3957,475061.848,7481904.879,1602.5,0.49,0.493,1.0
3958,475049.755,7481897.02,1602.5,0.46799999999999997,0.402,1.0
3959,475033.756,7481897.207,1602.5,0.898,1.308,1.0
3960,475057.941,7481912.925,1602.5,0.535,0.649,1.0
3961,475069.847,7481904.785,1602.5,0.508,0.421,1.0
3962,475025.756,7481897.301,1602.5,0.8640000000000001,1.573,1.0
3963,475145.935,7481911.895,1602.5,1.001,1.013,1.0
3964,475053.848,7481904.972,1602.5,0.441,0.929,1.0
3965,475153.935,7481911.801,1602.5,1.051,1.043,1.0
3966,474836.106,7481604.424,1572.5,1.7109999999999999,2.05,45.0
3967,474807.66,7481610.476,1572.5,1.4069999999999998,1.76,45.0
3968,474902.843,7481534.427,1572.5,0.505,0.39,28.0
3969,474802.297,7481602.511,1572.5,1.3090000000000002,1.4,45.0
3970,474832.237,7481573.707,1572.5,0.9309999999999999,0.62,45.0
3971,474826.221,7481593.364,1572.5,1.06,0.69,45.0
3972,474851.722,7481589.707,1572.5,0.987,1.61,45.0
3973,474501.177,7479541.551,1572.5,0.986,1.23,16.0
3974,474494.953,7479580.025,1572.5,0.871,0.932,16.0
3975,474501.191,7479597.384,1572.5,0.975,0.971,16.0
3976,474528.419,7479550.415,1572.5,0.768,0.808,16.0
3977,474479.805,7479578.211,1572.5,0.6609999999999999,0.749,16.0
3978,474519.201,7479580.127,1572.5,0.8740000000000001,0.451,16.0
3979,474490.534,7479615.495,1572.5,0.8109999999999999,0.913,17.0
3980,474475.357,7479603.374,1572.5,0.772,0.642,16.0
3981,474494.894,7479594.025,1572.5,0.809,1.259,16.0
3982,474491.9,7479585.262,1572.5,0.8220000000000001,0.824,16.0
3983,474488.905,7479576.5,1572.5,0.7929999999999999,0.787,16.0
3984,474479.864,7479564.212,1572.5,0.872,0.814,16.0
3985,474498.124,7479546.788,1572.5,1.044,0.827,16.0
3986,474488.964,7479562.5,1572.5,0.828,0.906,16.0
3987,474491.959,7479571.262,1572.5,0.7829999999999999,1.057,16.0
3988,474507.165,7479559.076,1572.5,1.026,1.056,16.0
3989,474501.059,7479569.551,1572.5,0.943,1.24,16.0
3990,474510.16,7479567.839,1572.5,0.985,1.067,16.0
3991,474501.235,7479527.551,1572.5,1.015,1.645,16.0
3992,474507.283,7479531.076,1572.5,0.988,1.358,16.0
3993,475319.749,7481635.489,1587.5,1.4980000000000002,1.88,23.0
3994,475377.32,7481641.145,1587.5,1.178,1.75,23.0
3995,475304.848,7481659.363,1587.5,1.5119999999999998,1.51,23.0
3996,475348.13,7481625.96,1587.5,1.5419999999999998,1.23,23.0
3997,475397.276,7481659.035,1587.5,0.924,1.16,23.0
3998,475249.36,7481653.467,1587.5,1.3319999999999999,1.04,23.0
3999,475343.705,7481666.465,1587.5,1.3219999999999998,0.92,23.0
4000,475238.416,7481668.445,1587.5,1.287,0.77,23.0
4001,475340.684,7481644.068,1587.5,1.298,0.63,23.0
4002,475278.8,7481640.455,1587.5,1.28,0.43,23.0
4003,475260.304,7481638.49,1587.5,0.259,0.3,23.0
4004,475261.435,7481627.85,1587.5,0.24,0.2,23.0
4005,475256.912,7481670.41,1587.5,1.1640000000000001,0.43,23.0
4006,475240.677,7481647.164,1587.5,1.344,1.66,23.0
4007,475230.864,7481651.502,1587.5,1.36,0.3,23.0
4008,475233.125,7481630.222,1587.5,1.422,0.33,23.0
4009,475303.717,7481670.004,1587.5,1.476,2.05,23.0
4010,475295.034,7481663.701,1587.5,1.484,1.1,23.0
4011,475277.669,7481651.095,1587.5,1.545,0.47,23.0
4012,475279.93,7481629.815,1587.5,0.268,0.56,23.0
4013,475309.282,7481631.2,1587.5,1.3730000000000002,1.1,23.0
4014,475275.408,7481672.375,1587.5,1.192,1.62,23.0
4015,475266.725,7481666.073,1587.5,1.072,0.77,23.0
4016,475268.987,7481644.792,1587.5,1.525,2.25,23.0
4017,475285.221,7481668.038,1587.5,1.3,1.21,23.0
4018,475382.477,7481635.847,1587.5,1.14,2.14,23.0
4019,475330.217,7481639.779,1587.5,1.3359999999999999,0.82,23.0
4020,475342.195,7481655.266,1587.5,0.858,0.81,23.0
4021,475352.662,7481659.555,1587.5,1.016,1.74,23.0
4022,475367.554,7481623.339,1587.5,1.578,1.94,23.0
4023,475358.597,7481630.249,1587.5,1.486,1.25,23.0
4024,475372.086,7481656.935,1587.5,1.055,1.24,23.0
4025,475369.065,7481634.538,1587.5,1.472,1.42,23.0
4026,474898.571,7481882.623,1572.5,1.0190000000000001,1.41,44.0
4027,474916.869,7481883.819,1572.5,0.888,1.21,44.0
4028,474859.708,7481818.11,1572.5,0.242,1.21,45.0
4029,474860.626,7481861.781,1572.5,0.995,0.91,44.0
4030,474863.271,7481804.571,1572.5,0.425,0.88,45.0
4031,474874.256,7481880.219,1572.5,0.797,0.74,44.0
4032,474838.279,7481805.234,1572.5,0.205,0.18,45.0
4033,474913.739,7481872.137,1572.5,1.265,1.64,44.0
4034,474925.776,7481849.971,1572.5,1.355,0.34,45.0
4035,474848.589,7481883.948,1572.5,0.9590000000000001,0.34,44.0
4036,474890.529,7481866.03,1572.5,1.016,1.58,44.0
4037,474886.966,7481879.57,1572.5,1.034,1.64,44.0
4038,474850.802,7481851.958,1572.5,1.163,0.58,44.0
4039,474852.151,7481870.409,1572.5,0.835,0.38,44.0
4040,474862.839,7481829.791,1572.5,1.3519999999999999,0.33,45.0
4041,474851.234,7481826.738,1572.5,1.166,0.38,45.0
4042,474861.489,7481811.341,1572.5,0.514,1.61,45.0
4043,474856.146,7481831.65,1572.5,1.217,0.21,45.0
4044,474580.992,7479476.785,1572.5,0.767,1.628,16.0
4045,474537.539,7479478.797,1572.5,0.44299999999999995,1.277,16.0
4046,474505.571,7479520.872,1572.5,0.995,0.987,16.0
4047,474519.08,7479524.113,1572.5,0.794,1.002,16.0
4048,474519.189,7479480.613,1572.5,1.531,0.376,16.0
4049,474580.195,7479485.946,1572.5,0.852,1.101,16.0
4050,474567.992,7479473.462,1572.5,0.7979999999999999,0.777,16.0
4051,474567.458,7479480.136,1572.5,0.182,0.886,16.0
4052,474554.196,7479470.424,1572.5,0.387,0.399,16.0
4053,474550.731,7479483.815,1572.5,0.425,1.045,16.0
4054,474535.624,7479472.12,1572.5,0.397,0.999,16.0
4055,474530.784,7479477.177,1572.5,0.473,1.548,16.0
4056,474506.583,7479502.461,1572.5,1.6969999999999998,1.494,16.0
4057,474524.029,7479475.556,1572.5,0.498,0.397,16.0
4058,474528.87,7479470.499,1572.5,0.43200000000000005,1.14,16.0
4059,474545.891,7479488.872,1572.5,0.40399999999999997,2.072,16.0
4060,474561.79,7479471.31,1572.5,0.8490000000000001,0.333,16.0
4061,474514.24,7479529.17,1572.5,0.953,1.238,16.0
4062,474510.411,7479515.815,1572.5,1.675,0.972,16.0
4063,474516.263,7479492.347,1572.5,1.594,1.459,16.0
4064,474562.586,7480435.209,1572.5,1.4,1.64,36.0
4065,475093.152,7481812.759,1572.5,1.681,1.992,5.0
4066,475079.229,7481795.794,1572.5,1.716,1.21,5.0
4067,475077.184,7481811.753,1572.5,1.6580000000000001,0.589,5.0
4068,475038.625,7481815.086,1572.5,0.446,0.429,6.0
4069,475054.45,7481812.919,1572.5,0.929,0.781,5.0
4070,475069.719,7481812.306,1572.5,1.724,0.504,5.0
4071,475042.601,7481787.624,1572.5,1.3519999999999999,0.859,29.0
4072,475041.385,7481794.364,1572.5,1.5390000000000001,0.847,29.0
4073,475060.28,7481787.807,1572.5,1.5490000000000002,0.617,28.0
4074,475074.217,7481803.485,1572.5,1.713,0.917,5.0
4075,475082.2,7481804.003,1572.5,1.545,0.944,5.0
4076,475320.896,7481879.416,1587.5,0.985,1.698,3.0
4077,475300.67,7481876.759,1587.5,1.254,1.38,3.0
4078,475359.055,7481902.181,1587.5,1.001,1.329,3.0
4079,475383.521,7481886.238,1587.5,1.094,1.04,3.0
4080,475399.734,7481878.958,1587.5,1.172,1.018,3.0
4081,475399.315,7481921.321,1587.5,0.431,0.806,3.0
4082,475416.834,7481899.446,1587.5,0.557,0.776,3.0
4083,475418.981,7481881.07,1587.5,0.591,0.616,3.0
4084,475379.26,7481919.628,1587.5,0.33299999999999996,0.441,3.0
4085,475407.841,7481895.83,1587.5,0.5539999999999999,0.358,3.0
4086,475285.971,7481910.331,1587.5,1.082,0.956,2.0
4087,475296.084,7481911.659,1587.5,1.1,1.044,2.0
4088,475292.174,7481902.27,1587.5,1.124,0.911,2.0
4089,475294.467,7481884.82,1587.5,1.246,1.776,3.0
4090,475284.354,7481883.491,1587.5,1.26,1.104,3.0
4091,475322.513,7481906.256,1587.5,1.012,0.833,3.0
4092,475342.739,7481908.913,1587.5,0.9209999999999999,0.923,3.0
4093,475365.094,7481894.631,1587.5,0.89,0.752,3.0
4094,475355.145,7481891.49,1587.5,0.943,1.586,3.0
4095,475328.716,7481898.195,1587.5,1.122,1.183,3.0
4096,475308.49,7481895.538,1587.5,1.173,1.025,3.0
4097,475304.58,7481886.149,1587.5,1.175,1.785,3.0
4098,475353.037,7481884.385,1587.5,1.268,1.164,3.0
4099,475412.336,7481904.829,1587.5,0.534,0.542,3.0
4100,475413.88,7481888.279,1587.5,0.657,0.59,3.0
4101,475385.589,7481910.3,1587.5,0.455,0.485,3.0
4102,475403.705,7481887.649,1587.5,0.7879999999999999,0.61,3.0
4103,475397.667,7481895.199,1587.5,0.563,0.539,3.0
4104,475387.492,7481894.569,1587.5,0.8370000000000001,0.818,3.0
4105,475389.724,7481878.177,1587.5,1.189,1.299,3.0
4106,475403.626,7481915.807,1587.5,0.446,0.523,3.0
4107,474501.294,7479513.551,1572.5,1.6569999999999998,2.16,16.0
4108,474480.04,7479522.212,1572.5,1.224,1.451,16.0
4109,474372.745,7479816.371,1617.5,0.29100000000000004,0.94,6.0
4110,474352.347,7479814.914,1617.5,0.282,0.81,9.0
4111,474371.789,7479794.886,1617.5,0.341,0.69,8.0
4112,474364.138,7479836.097,1617.5,0.256,0.52,6.0
4113,474348.295,7479838.87,1617.5,0.261,0.29,9.0
4114,474346.393,7479818.595,1617.5,0.28600000000000003,0.25,9.0
4115,474316.155,7479836.039,1617.5,0.26899999999999996,0.18,8.0
4116,474328.532,7479829.64,1617.5,0.295,0.31,8.0
4117,474411.89,7479767.538,1617.5,0.23600000000000002,0.266,8.0
4118,474395.226,7479768.903,1617.5,0.242,0.39,7.0
4119,474386.032,7479779.454,1617.5,0.251,0.288,7.0
4120,475120.191,7481759.719,1557.5,0.574,0.99,32.0
4121,475094.946,7481687.05,1557.5,1.68,0.9,32.0
4122,475096.48,7481759.034,1557.5,0.593,0.53,32.0
4123,475339.399,7481818.039,1572.5,1.7790000000000001,1.76,4.0
4124,475328.948,7481855.085,1572.5,1.531,1.56,4.0
4125,475275.453,7481854.334,1572.5,1.291,1.21,4.0
4126,475339.908,7481836.637,1572.5,1.588,1.21,4.0
4127,475297.112,7481836.036,1572.5,1.252,1.15,4.0
4128,475318.51,7481836.337,1572.5,1.4509999999999998,1.08,4.0
4129,475296.851,7481854.635,1572.5,1.335,0.7,4.0
4130,475319.032,7481799.141,1572.5,1.6769999999999998,0.65,4.0
4131,475302.331,7481845.411,1572.5,1.238,1.81,4.0
4132,475307.55,7481854.785,1572.5,1.212,1.0,4.0
4133,475286.674,7481817.288,1572.5,1.161,1.72,4.0
4134,475313.552,7481808.365,1572.5,1.3769999999999998,1.65,4.0
4135,475334.95,7481808.665,1572.5,2.244,2.13,4.0
4136,475318.249,7481854.935,1572.5,1.35,1.28,4.0
4137,475323.729,7481845.711,1572.5,1.287,2.03,4.0
4138,475286.152,7481854.484,1572.5,1.248,1.25,4.0
4139,475308.481,7481827.976,1542.5,1.077,1.09,45.0
4140,475298.802,7481781.976,1542.5,0.298,0.36,45.0
4141,475333.395,7481794.94,1542.5,0.271,0.23,41.0
4142,475350.099,7481816.315,1542.5,1.508,0.296,41.0
4143,475358.966,7481814.774,1542.5,0.917,0.267,41.0
4144,475351.64,7481825.182,1542.5,1.204,0.187,41.0
4145,475306.456,7481810.631,1542.5,1.567,0.324,41.0
4146,475321.417,7481831.101,1542.5,1.443,1.447,41.0
4147,475308.599,7481791.105,1542.5,0.3,0.311,41.0
4148,474478.076,7480519.905,1572.5,1.3,2.05,37.0
4149,475193.701,7481786.275,1572.5,1.2690000000000001,1.157,5.0
4150,475136.143,7481781.627,1542.5,1.893,2.01,44.0
4151,475148.268,7481767.627,1542.5,1.06,1.63,44.0
4152,475245.82,7481764.929,1542.5,1.318,1.61,42.0
4153,475210.662,7481785.235,1542.5,1.636,1.2,43.0
4154,475184.641,7481767.627,1542.5,1.847,1.4,45.0
4155,475192.251,7481788.549,1542.5,1.8459999999999999,1.15,43.0
4156,475200.165,7481780.971,1542.5,1.2590000000000001,1.04,43.0
4157,475190.703,7481771.127,1542.5,1.76,0.82,43.0
4158,475254.166,7481781.476,1542.5,0.428,0.9,42.0
4159,475213.008,7481757.337,1542.5,1.402,0.86,45.0
4160,475148.268,7481788.627,1542.5,1.7409999999999999,0.64,42.0
4161,475148.268,7481753.627,1542.5,0.5479999999999999,0.66,45.0
4162,475254.77,7481770.793,1542.5,1.4369999999999998,0.6,45.0
4163,475196.765,7481760.627,1542.5,1.604,0.58,45.0
4164,475110.729,7481774.89,1542.5,0.6659999999999999,0.66,45.0
4165,475112.224,7481768.051,1542.5,0.659,0.47,45.0
4166,475142.206,7481743.127,1542.5,0.612,0.42,42.0
4167,475226.81,7481747.333,1542.5,1.485,0.52,45.0
4168,475105.414,7481761.706,1542.5,0.6409999999999999,0.44,45.0
4169,475148.268,7481774.627,1542.5,1.268,1.96,44.0
4170,475219.811,7481747.209,1542.5,1.41,1.92,45.0
4171,475124.019,7481774.627,1542.5,1.165,1.43,45.0
4172,475130.081,7481757.127,1542.5,0.5760000000000001,1.2,45.0
4173,475142.206,7481750.127,1542.5,0.61,0.71,45.0
4174,475130.081,7481750.127,1542.5,0.611,2.31,45.0
4175,475148.268,7481760.627,1542.5,1.06,1.25,44.0
4176,475154.33,7481771.127,1542.5,1.271,1.07,44.0
4177,475190.703,7481778.127,1542.5,1.617,2.08,43.0
4178,475154.33,7481785.127,1542.5,1.735,1.34,42.0
4179,475172.516,7481781.627,1542.5,1.859,1.56,43.0
4180,475171.842,7481746.695,1542.5,0.687,0.48,42.0
4181,475208.524,7481775.306,1542.5,1.354,0.44,43.0
4182,475159.51,7481730.5,1542.5,0.631,0.46,45.0
4183,475196.765,7481767.627,1542.5,1.635,1.18,45.0
4184,475217.763,7481768.701,1542.5,1.369,0.66,45.0
4185,475172.516,7481760.627,1542.5,1.6230000000000002,0.66,42.0
4186,475236.266,7481769.747,1542.5,1.3219999999999998,0.89,45.0
4187,475249.034,7481755.94,1542.5,1.091,1.3,42.0
4188,475235.662,7481780.43,1542.5,1.547,3.05,45.0
4189,475396.297,7481780.326,1572.5,1.4040000000000001,0.811,5.0
4190,475414.902,7481760.791,1572.5,1.4969999999999999,0.373,28.0
4191,475354.065,7481745.055,1572.5,1.08,0.371,27.0
4192,475425.295,7481807.301,1572.5,0.997,0.809,5.0
4193,475425.404,7481800.302,1572.5,1.157,0.808,5.0
4194,475425.513,7481793.302,1572.5,1.52,0.541,5.0
4195,475424.535,7481786.417,1572.5,1.5959999999999999,0.575,5.0
4196,475418.783,7481766.36,1572.5,1.435,0.577,5.0
4197,475408.867,7481791.025,1572.5,1.6480000000000001,0.559,5.0
4198,475408.325,7481758.395,1572.5,0.188,0.276,5.0
4199,475395.024,7481754.052,1572.5,0.221,0.412,27.0
4200,475381.59,7481750.109,1572.5,0.23600000000000002,0.394,27.0
4201,475367.86,7481747.444,1572.5,0.20199999999999999,0.634,27.0
4202,475369.24,7481754.788,1572.5,0.20199999999999999,0.557,5.0
4203,475371.24,7481764.326,1572.5,0.9229999999999999,0.239,5.0
4204,475381.657,7481766.698,1572.5,0.24600000000000002,0.495,5.0
4205,475365.636,7481772.806,1572.5,0.991,0.358,5.0
4206,475376.335,7481772.956,1572.5,0.981,0.57,5.0
4207,475388.706,7481790.818,1572.5,1.423,1.639,5.0
4208,475385.019,7481782.656,1572.5,1.35,0.679,5.0
4209,475356.609,7481788.84,1572.5,1.5759999999999998,0.746,5.0
4210,475259.013,7481882.006,1572.5,1.507,1.688,4.0
4211,475280.149,7481900.904,1572.5,1.31,1.394,4.0
4212,475280.672,7481863.708,1572.5,1.3530000000000002,0.972,4.0
4213,475279.888,7481919.503,1572.5,1.109,0.936,4.0
4214,475302.07,7481864.009,1572.5,1.3330000000000002,0.945,4.0
4215,475280.411,7481882.306,1572.5,1.361,0.925,4.0
4216,475301.547,7481901.205,1572.5,1.084,0.905,4.0
4217,475231.612,7481928.125,1572.5,1.051,0.506,5.0
4218,475253.01,7481928.426,1572.5,1.051,1.35,4.0
4219,475285.107,7481928.877,1572.5,1.044,1.06,4.0
4220,475306.505,7481929.177,1572.5,0.795,1.001,4.0
4221,475247.791,7481919.052,1572.5,1.246,1.092,4.0
4222,475253.271,7481909.828,1572.5,1.35,1.384,4.0
4223,475274.669,7481910.128,1572.5,1.26,1.58,4.0
4224,475306.766,7481910.579,1572.5,0.894,0.955,4.0
4225,475290.848,7481901.055,1572.5,1.242,0.742,4.0
4226,475269.45,7481900.754,1572.5,1.339,1.458,4.0
4227,475317.987,7481873.533,1572.5,1.115,1.319,4.0
4228,475291.11,7481882.457,1572.5,1.229,0.837,4.0
4229,475296.328,7481891.831,1572.5,1.188,1.085,4.0
4230,475264.232,7481891.38,1572.5,1.337,1.148,4.0
4231,475253.533,7481891.23,1572.5,1.321,0.898,4.0
4232,475248.052,7481900.454,1572.5,1.222,0.62,4.0
