midx,midy,midz,cut_real,cut_est,ugcut,f1
474765.307,7481791.301,1587.500, 0.420, 0.802,61,42
474777.485,7481799.869,1587.500, 0.230, 0.651,61,42
474777.205,7481814.955,1587.500, 1.210, 0.663,61,42
474784.945,7481804.644,1572.500, 0.190, 0.993,61,45
474772.156,7481817.637,1587.500, 0.660, 0.605,61,42
474792.705,7481805.246,1572.500, 0.230, 0.685,61,45
474821.481,7481783.893,1587.500, 0.220, 0.436,61,42
474821.109,7481822.479,1587.500, 0.640, 0.443,61,42
474790.250,7481813.328,1587.500, 0.790, 0.593,61,42
474823.959,7481794.302,1587.500, 0.200, 0.429,61,42
474836.724,7481807.761,1587.500, 0.160, 0.449,61,42
474787.771,7481802.919,1587.500, 0.420, 0.636,61,42
474830.274,7481825.155,1572.500, 0.210, 0.477,61,45
474800.536,7481816.379,1587.500, 0.340, 0.548,61,42
474816.151,7481801.661,1587.500, 0.150, 0.473,61,42
474808.344,7481809.020,1587.500, 0.180, 0.521,61,42
474828.916,7481815.120,1587.500, 0.180, 0.385,61,42
474880.720,7481791.786,1587.500, 2.090, 0.508,61,42
474839.203,7481818.170,1587.500, 0.460, 0.356,61,42
474870.434,7481788.735,1587.500, 0.340, 0.527,61,42
474842.053,7481789.994,1587.500, 0.270, 0.423,61,42
474852.340,7481793.044,1587.500, 0.220, 0.439,61,42
474857.297,7481813.862,1587.500, 1.220, 0.444,61,42
474863.271,7481804.571,1572.500, 0.880, 0.425,61,45
474882.284,7481799.692,1587.500, 1.050, 0.552,61,42
474849.893,7481804.246,1587.500, 0.400, 0.340,61,42
474862.626,7481796.094,1587.500, 1.090, 0.502,61,42
474844.532,7481800.403,1587.500, 0.200, 0.265,61,42
474861.489,7481811.341,1572.500, 1.610, 0.514,61,45
474839.629,7481823.684,1572.500, 0.210, 0.443,61,45
474849.034,7481819.257,1587.500, 0.280, 0.378,61,42
474877.869,7481819.962,1572.500, 1.840, 0.600,61,45
474875.391,7481809.553,1572.500, 1.750, 0.557,61,45
474925.966,7481807.608,1587.500, 1.089, 0.588,61,43
474891.006,7481794.836,1587.500, 1.860, 0.595,61,42
474926.039,7481800.608,1587.500, 1.460, 0.582,61,43
474923.121,7481802.060,1587.500, 2.550, 0.596,61,43
474938.305,7481806.430,1587.500, 0.256, 0.498,61,24
474925.941,7481814.607,1587.500, 1.604, 0.638,61,43
474938.233,7481813.430,1587.500, 0.579, 0.539,61,24
474932.942,7481809.925,1587.500, 0.388, 0.559,61,24
474890.291,7481786.198,1587.500, 0.300, 0.577,61,42
474902.223,7481787.477,1587.500, 0.360, 0.603,61,42
474974.517,7481785.798,1587.500, 0.511, 0.513,61,24
474962.446,7481792.675,1587.500, 0.347, 0.544,61,24
474968.481,7481789.237,1587.500, 0.510, 0.515,61,24
474962.517,7481785.676,1587.500, 0.460, 0.504,61,24
474968.410,7481796.236,1587.500, 0.373, 0.505,61,24
474968.553,7481782.237,1587.500, 0.646, 0.513,61,24
474962.375,7481799.675,1587.500, 0.340, 0.571,61,24
474974.374,7481799.797,1587.500, 0.320, 0.512,61,24
474974.445,7481792.797,1587.500, 0.839, 0.527,61,24
475263.900,7481800.812,1557.500, 0.680, 1.100,61,38
475260.319,7481789.015,1557.500, 2.380, 1.098,61,35
475270.757,7481807.763,1557.500, 1.350, 1.102,61,35
475265.276,7481816.987,1557.500, 0.534, 1.103,61,38
475268.386,7481793.577,1557.500, 2.000, 1.098,61,35
475273.866,7481784.353,1557.500, 0.490, 1.062,61,35
474767.944,7481835.590,1572.500, 0.510, 0.922,61,44
474750.673,7481865.174,1587.500, 0.530, 0.576,61,43
474781.524,7481832.186,1572.500, 0.590, 0.924,61,44
474744.066,7481880.102,1587.500, 0.530, 0.600,61,43
474787.027,7481880.091,1587.500, 0.140, 0.348,61,43
474811.989,7481833.979,1587.500, 0.300, 0.498,61,42
474817.192,7481834.752,1587.500, 0.730, 0.432,61,42
474797.479,7481837.316,1572.500, 0.100, 0.663,61,44
474801.940,7481876.676,1572.500, 0.060, 0.314,61,44
474823.587,7481832.888,1587.500, 0.590, 0.395,61,42
474817.192,7481834.752,1572.500, 0.260, 0.629,61,45
474828.911,7481872.874,1572.500, 0.110, 0.392,61,44
474833.873,7481835.938,1572.500, 0.360, 0.394,61,45
474809.340,7481866.233,1572.500, 0.160, 0.373,61,44
474804.161,7481835.225,1572.500, 0.160, 0.639,61,45
474758.646,7481881.349,1587.500, 0.580, 0.493,61,43
474766.395,7481901.824,1587.500, 0.100, 0.469,61,43
474752.855,7481881.994,1587.500, 0.240, 0.577,61,43
474779.219,7481887.449,1587.500, 0.250, 0.413,61,43
474779.411,7481926.035,1587.500, 0.160, 0.345,61,43
474782.268,7481902.375,1587.500, 0.170, 0.324,61,43
474784.176,7481908.267,1587.500, 0.840, 0.324,61,43
474754.467,7481892.017,1587.500, 0.160, 0.464,61,43
474774.533,7481929.607,1572.500, 0.252, 0.399,61,44
474760.583,7481920.106,1587.500, 0.130, 0.458,61,43
474760.314,7481923.496,1572.500, 0.090, 0.424,61,44
474767.728,7481912.968,1587.500, 0.160, 0.435,61,43
474835.980,7481884.933,1572.500, 0.440, 0.483,61,44
474789.505,7481890.500,1587.500, 0.720, 0.317,61,43
474799.792,7481893.550,1587.500, 0.080, 0.299,61,43
474817.886,7481889.241,1587.500, 0.190, 0.308,61,43
474807.600,7481886.191,1587.500, 0.160, 0.299,61,43
474789.697,7481929.085,1587.500, 0.740, 0.363,61,43
474796.941,7481921.727,1587.500, 0.850, 0.358,61,43
474790.860,7481906.149,1587.500, 0.390, 0.318,61,43
474825.694,7481881.883,1572.500, 0.130, 0.440,61,44
474861.111,7481930.673,1572.500, 0.270, 0.370,61,44
474886.293,7481928.236,1572.500, 1.210, 0.638,61,44
474869.690,7481920.452,1572.500, 1.000, 0.386,61,44
474862.893,7481923.903,1572.500, 1.430, 0.387,61,44
474899.314,7481924.293,1572.500, 1.470, 0.667,61,44
474892.965,7481926.305,1572.500, 1.080, 0.632,61,44
475044.595,7481906.111,1587.500, 0.728, 0.671,61,3
475052.595,7481903.787,1587.500, 0.381, 0.665,61,3
475044.319,7481913.883,1587.500, 0.744, 0.673,61,3
475093.850,7481904.500,1587.500, 0.411, 0.738,61,4
475060.986,7481918.090,1587.500, 0.706, 0.709,61,4
475133.840,7481904.040,1587.500, 0.433, 0.635,61,4
475125.840,7481904.130,1587.500, 0.259, 0.676,61,4
475109.840,7481904.320,1587.500, 0.320, 0.723,61,4
475117.840,7481904.220,1587.500, 0.358, 0.682,61,4
475113.940,7481912.270,1587.500, 1.195, 0.737,61,4
475101.850,7481904.410,1587.500, 0.614, 0.804,61,4
475137.940,7481911.990,1587.500, 0.875, 0.677,61,4
475129.940,7481912.080,1587.500, 1.419, 0.714,61,4
475105.940,7481912.360,1587.500, 0.273, 0.753,61,4
475216.956,7481913.115,1587.500, 1.087, 0.739,61,2
475206.786,7481913.220,1587.500, 1.136, 0.744,61,2
474777.663,7481941.288,1572.500, 0.520, 0.390,61,44
474767.525,7481957.518,1572.500, 0.240, 0.383,61,44
474770.349,7481950.967,1572.500, 0.342, 0.370,61,44
474771.960,7481942.871,1572.500, 0.171, 0.370,61,44
474754.049,7481950.707,1587.500, 0.130, 0.469,61,43
474767.522,7481950.422,1587.500, 0.730, 0.438,61,43
474767.038,7481932.989,1572.500, 0.070, 0.369,61,44
474781.230,7481960.321,1572.500, 0.140, 0.371,61,44
474771.603,7481933.394,1587.500, 0.170, 0.411,61,43
474857.260,7481972.945,1587.500, 0.120, 0.338,61,43
474840.743,7481969.565,1587.500, 0.260, 0.345,61,43
474852.955,7481957.423,1587.500, 0.330, 0.387,61,43
474856.617,7481942.480,1587.500, 0.330, 0.386,61,43
474848.520,7481953.649,1587.500, 0.270, 0.387,61,43
474872.948,7481932.098,1572.500, 0.920, 0.377,61,44
475192.865,7481972.335,1587.500, 1.183, 0.548,61,1
475183.866,7481971.579,1587.500, 0.744, 0.537,61,1
475189.048,7481949.568,1587.500, 0.860, 0.623,61,1
475192.907,7481963.336,1587.500, 0.832, 0.550,61,1
475174.824,7481980.537,1587.500, 0.465, 0.539,61,1
475192.949,7481954.336,1587.500, 1.054, 0.577,61,1
475183.949,7481953.579,1587.500, 0.820, 0.604,61,1
475183.907,7481962.579,1587.500, 0.492, 0.565,61,1
474569.609,7479569.620,1602.500, 0.502, 0.693,61,8
474570.490,7479560.419,1602.500, 0.810, 0.723,61,8
474560.104,7479565.920,1602.500, 0.456, 0.659,61,8
474596.554,7479579.395,1602.500, 0.507, 0.488,61,9
474588.620,7479577.019,1602.500, 0.277, 0.418,61,9
474589.501,7479567.818,1602.500, 0.660, 0.447,61,9
474595.003,7479560.617,1602.500, 1.000, 0.437,61,9
474325.582,7479626.751,1606.250, 0.192, 0.519,61,10
474311.888,7479628.866,1606.250, 0.248, 0.481,61,10
474580.675,7479583.370,1602.500, 0.280, 0.622,61,9
474580.673,7479609.557,1617.500, 0.377, 0.541,61,6
474577.507,7479617.085,1602.500, 0.285, 0.643,61,9
474569.074,7479607.213,1602.500, 0.365, 0.806,61,9
474569.416,7479613.987,1602.500, 0.348, 0.684,61,9
474564.786,7479596.072,1602.500, 0.852, 0.940,61,9
474572.731,7479589.721,1602.500, 0.505, 0.737,61,9
474562.620,7479613.879,1602.500, 0.350, 0.816,61,9
474563.225,7479586.021,1602.500, 0.299, 0.777,61,9
474574.292,7479599.771,1602.500, 1.353, 0.783,61,9
474618.694,7479624.355,1617.500, 0.172, 0.307,61,6
474595.001,7479586.804,1617.500, 0.626, 0.475,61,6
474628.200,7479628.055,1617.500, 0.274, 0.301,61,6
474590.181,7479587.070,1602.500, 0.571, 0.560,61,9
474585.495,7479583.105,1617.500, 0.500, 0.598,61,6
474609.189,7479620.656,1617.500, 0.303, 0.336,61,6
474601.244,7479627.007,1617.500, 0.172, 0.366,61,6
474582.283,7479599.748,1602.500, 0.577, 0.664,61,9
474609.219,7479611.268,1602.500, 0.298, 0.370,61,9
474587.056,7479593.155,1617.500, 1.332, 0.530,61,6
474602.601,7479618.017,1602.500, 0.267, 0.442,61,9
474596.562,7479596.855,1602.500, 0.300, 0.474,61,9
474596.562,7479596.855,1617.500, 0.369, 0.493,61,6
474607.628,7479610.605,1617.500, 0.298, 0.344,61,6
474628.124,7479627.369,1602.500, 0.340, 0.253,61,9
474617.133,7479614.305,1617.500, 0.263, 0.321,61,6
474583.590,7479610.618,1602.500, 0.366, 0.539,61,9
474590.178,7479613.257,1617.500, 0.253, 0.462,61,6
474598.123,7479606.906,1617.500, 0.357, 0.423,61,6
474582.234,7479619.608,1617.500, 0.386, 0.508,61,6
474588.847,7479592.839,1602.500, 0.483, 0.571,61,9
474583.795,7479629.658,1617.500, 0.254, 0.520,61,6
474591.739,7479623.307,1617.500, 0.260, 0.474,61,6
474599.684,7479616.956,1617.500, 0.200, 0.450,61,6
474588.617,7479603.206,1617.500, 0.419, 0.505,61,6
474582.236,7479593.421,1602.500, 0.699, 0.622,61,9
474606.067,7479600.555,1617.500, 0.310, 0.457,61,6
474644.739,7479624.715,1617.500, 0.266, 0.219,61,6
474313.109,7479636.773,1606.250, 0.189, 0.510,61,10
474321.215,7479659.205,1617.500, 0.430, 0.547,61,8
474337.104,7479646.503,1617.500, 0.687, 0.591,61,8
474335.543,7479636.452,1617.500, 0.433, 0.609,61,8
474327.598,7479642.803,1617.500, 0.780, 0.575,61,8
474338.665,7479656.554,1617.500, 0.680, 0.602,61,8
474329.159,7479652.854,1617.500, 0.694, 0.570,61,8
474407.367,7479675.964,1602.500, 2.050, 0.927,61,10
474401.380,7479663.612,1602.500, 0.993, 0.811,61,10
474407.896,7479669.341,1602.500, 2.370, 0.899,61,10
474422.039,7479678.312,1602.500, 1.754, 0.976,61,10
474423.648,7479671.503,1602.500, 1.486, 1.056,61,10
474425.139,7479664.664,1602.500, 2.478, 1.102,61,10
474401.872,7479662.385,1617.500, 2.160, 1.330,61,8
474426.550,7479657.808,1602.500, 2.991, 1.087,61,10
474427.961,7479650.951,1602.500, 1.608, 1.144,61,10
474422.443,7479679.834,1617.500, 1.790, 1.168,61,8
474420.564,7479640.566,1602.500, 1.942, 0.995,61,10
474415.544,7479660.862,1602.500, 1.456, 0.936,61,10
474414.043,7479667.699,1602.500, 2.129, 0.940,61,10
474412.546,7479674.537,1602.500, 1.630, 0.936,61,10
474408.927,7479680.508,1602.500, 1.128, 0.928,61,10
474408.753,7479660.738,1602.500, 1.430, 0.941,61,10
474403.432,7479672.435,1617.500, 3.600, 1.229,61,8
474402.601,7479671.518,1602.500, 2.280, 0.986,61,10
474403.822,7479679.424,1602.500, 1.206, 0.916,61,10
474449.095,7479671.244,1617.500, 1.060, 1.291,61,7
474475.109,7479680.304,1617.500, 2.900, 1.032,61,7
474447.255,7479679.666,1617.500, 1.296, 1.182,61,7
474471.982,7479662.381,1617.500, 2.410, 1.152,61,8
474469.473,7479668.916,1617.500, 3.797, 1.084,61,8
474466.930,7479675.438,1617.500, 2.131, 1.158,61,7
474474.272,7479672.019,1617.500, 2.562, 1.123,61,8
474442.085,7479641.516,1602.500, 2.143, 1.246,61,10
474454.489,7479679.244,1617.500, 1.120, 1.219,61,7
474457.032,7479672.723,1617.500, 2.085, 1.290,61,8
474459.599,7479666.210,1617.500, 1.853, 1.351,61,8
474455.262,7479664.620,1617.500, 1.360, 1.330,61,8
474455.262,7479664.620,1602.500, 1.167, 1.229,61,9
474458.685,7479668.529,1602.500, 1.305, 1.247,61,9
474467.573,7479673.808,1602.500, 1.751, 1.263,61,9
474474.272,7479672.019,1602.500, 1.617, 1.107,61,9
474439.590,7479667.545,1617.500, 1.878, 1.328,61,8
474475.765,7479663.164,1602.500, 1.630, 1.216,61,9
474470.139,7479667.296,1602.500, 1.148, 1.232,61,9
474461.252,7479662.017,1602.500, 0.945, 1.364,61,9
474472.291,7479646.924,1602.500, 1.918, 1.421,61,9
474447.317,7479670.971,1602.500, 1.356, 1.211,61,10
474430.388,7479673.483,1617.500, 1.292, 1.131,61,8
474459.351,7479642.249,1602.500, 1.978, 1.357,61,10
474462.753,7479655.217,1602.500, 1.964, 1.385,61,9
474456.120,7479675.042,1602.500, 1.178, 1.217,61,10
474432.009,7479652.859,1602.500, 2.637, 1.246,61,10
474439.381,7479650.245,1602.500, 1.892, 1.303,61,10
474470.400,7479679.966,1602.500, 1.487, 1.202,61,9
474430.827,7479660.771,1602.500, 2.149, 1.098,61,10
474429.761,7479668.569,1602.500, 1.633, 1.124,61,10
474439.373,7479677.321,1602.500, 1.473, 1.102,61,10
474479.095,7479645.567,1602.500, 1.409, 1.254,61,9
474452.140,7479644.518,1602.500, 1.759, 1.335,61,10
474430.246,7479644.465,1602.500, 2.217, 1.046,61,10
474435.646,7479644.717,1602.500, 2.129, 1.090,61,10
474470.463,7479640.167,1602.500, 1.508, 1.423,61,9
474523.500,7479643.963,1602.500, 0.901, 0.534,61,9
474518.306,7479661.214,1617.500, 0.840, 0.492,61,6
474527.471,7479662.706,1617.500, 0.432, 0.547,61,6
474523.320,7479667.333,1602.500, 0.270, 0.485,61,9
474495.069,7479680.448,1617.500, 1.320, 0.803,61,7
474502.101,7479673.832,1617.500, 1.630, 0.536,61,6
474521.546,7479679.158,1617.500, 0.500, 0.729,61,6
474482.217,7479665.668,1602.500, 1.781, 1.080,61,9
474509.966,7479667.169,1617.500, 0.570, 0.493,61,6
474529.481,7479671.556,1617.500, 0.341, 0.546,61,6
474509.032,7479655.411,1602.500, 1.129, 0.692,61,9
474499.667,7479663.016,1602.500, 0.833, 0.752,61,9
474511.869,7479671.049,1602.500, 1.027, 0.371,61,9
474509.172,7479666.716,1602.500, 0.714, 0.657,61,9
474517.117,7479660.365,1602.500, 0.699, 0.552,61,9
474507.611,7479656.665,1602.500, 1.008, 0.702,61,9
474501.228,7479673.067,1602.500, 0.774, 0.648,61,9
474506.476,7479675.575,1602.500, 0.794, 0.394,61,9
474493.283,7479679.418,1602.500, 0.952, 0.789,61,9
474491.722,7479669.367,1602.500, 2.460, 0.936,61,9
474512.739,7479676.499,1602.500, 0.500, 0.400,61,9
474483.778,7479675.718,1602.500, 1.847, 1.061,61,9
474519.218,7479671.273,1617.500, 0.840, 0.522,61,6
474511.214,7479676.698,1617.500, 0.610, 0.450,61,6
474525.061,7479654.014,1602.500, 0.304, 0.462,61,9
474513.995,7479640.264,1602.500, 1.534, 0.697,61,9
474515.556,7479650.314,1602.500, 1.139, 0.667,61,9
474483.778,7479675.718,1617.500, 2.200, 0.986,61,7
474506.050,7479646.615,1602.500, 1.487, 0.922,61,9
474479.767,7479664.815,1617.500, 2.983, 1.155,61,8
474545.633,7479671.464,1617.500, 0.212, 0.591,61,6
474571.027,7479662.461,1617.500, 0.202, 0.567,61,6
474563.083,7479668.812,1617.500, 0.196, 0.636,61,6
474547.611,7479675.362,1632.500, 0.488, 0.836,61,5
474555.138,7479675.163,1617.500, 0.230, 0.617,61,6
474533.006,7479647.663,1602.500, 0.266, 0.476,61,9
474553.578,7479665.113,1617.500, 0.163, 0.545,61,6
474538.538,7479677.135,1617.500, 0.200, 0.564,61,6
474572.588,7479672.512,1617.500, 0.200, 0.574,61,6
474552.182,7479666.276,1632.500, 0.340, 0.584,61,5
474536.128,7479667.764,1617.500, 0.293, 0.566,61,6
474564.644,7479678.863,1617.500, 0.210, 0.637,61,6
474544.072,7479661.413,1617.500, 0.320, 0.521,61,6
474584.513,7479677.219,1602.500, 0.370, 0.486,61,9
474597.679,7479665.690,1602.500, 0.190, 0.370,61,9
474602.805,7479637.057,1617.500, 0.750, 0.409,61,6
474586.916,7479649.759,1617.500, 0.300, 0.375,61,6
474621.816,7479644.456,1617.500, 0.160, 0.343,61,6
474620.151,7479641.863,1632.500, 0.076, 0.335,61,5
474596.422,7479653.459,1617.500, 0.230, 0.403,61,6
474624.101,7479646.103,1632.500, 0.125, 0.350,61,5
474620.255,7479634.406,1617.500, 0.339, 0.308,61,6
474594.861,7479643.408,1617.500, 0.340, 0.400,61,6
474626.499,7479674.608,1617.500, 0.224, 0.291,61,6
474604.366,7479647.108,1617.500, 0.310, 0.386,61,6
474612.311,7479640.757,1617.500, 0.300, 0.371,61,6
474584.825,7479664.675,1602.500, 0.290, 0.480,61,9
474585.355,7479639.709,1617.500, 0.200, 0.400,61,6
474602.515,7479660.159,1602.500, 0.180, 0.310,61,9
474593.300,7479633.358,1617.500, 0.270, 0.376,61,6
474605.927,7479657.158,1617.500, 0.310, 0.317,61,6
474588.477,7479659.810,1617.500, 0.260, 0.355,61,6
474610.750,7479630.706,1617.500, 0.389, 0.325,61,6
474642.602,7479643.141,1617.500, 0.087, 0.302,61,6
474220.785,7479719.840,1602.500, 0.660, 0.344,61,11
474245.731,7479699.797,1602.500, 0.370, 0.477,61,11
474251.967,7479694.786,1602.500, 0.160, 0.501,61,11
474250.746,7479686.880,1602.500, 0.220, 0.463,61,11
474227.022,7479714.829,1602.500, 0.521, 0.346,61,11
474228.243,7479722.736,1602.500, 0.480, 0.347,61,11
474259.425,7479697.682,1602.500, 0.100, 0.585,61,11
474243.158,7479728.527,1602.500, 0.365, 0.368,61,11
474239.494,7479704.808,1602.500, 0.240, 0.362,61,11
474254.410,7479710.599,1602.500, 0.460, 0.464,61,11
474256.852,7479726.411,1602.500, 0.261, 0.458,61,11
474248.173,7479715.610,1602.500, 0.475, 0.399,61,11
474240.716,7479712.714,1602.500, 0.252, 0.376,61,11
474241.937,7479720.620,1602.500, 0.360, 0.382,61,11
474423.623,7479716.840,1602.500, 0.530, 0.931,61,13
474414.236,7479730.065,1632.500, 1.608, 0.626,61,5
474398.216,7479718.858,1632.500, 1.887, 1.068,61,3
474424.107,7479726.188,1617.500, 1.108, 0.941,61,7
474396.235,7479721.071,1602.500, 0.898, 0.829,61,13
474408.707,7479711.049,1602.500, 1.044, 0.920,61,13
474417.392,7479724.948,1617.500, 0.624, 0.948,61,7
474411.636,7479721.272,1617.500, 0.924, 0.959,61,7
474401.465,7479725.065,1632.500, 1.329, 1.004,61,5
474406.215,7479708.024,1632.500, 2.205, 1.037,61,5
474425.787,7479714.294,1632.500, 1.960, 0.938,61,5
474423.333,7479726.246,1632.500, 1.440, 0.713,61,5
474402.780,7479727.550,1632.500, 1.286, 0.979,61,5
474407.504,7479715.060,1632.500, 1.900, 1.062,61,5
474411.307,7479720.996,1632.500, 1.090, 0.937,61,5
474416.158,7479726.423,1632.500, 0.869, 0.860,61,5
474421.180,7479701.028,1602.500, 1.204, 0.915,61,13
474417.315,7479717.001,1632.500, 2.018, 1.061,61,5
474406.338,7479700.843,1632.500, 2.629, 1.325,61,3
474418.648,7479684.356,1602.500, 1.060, 0.922,61,12
474419.182,7479716.337,1617.500, 0.943, 0.908,61,7
474397.510,7479710.042,1632.500, 2.136, 0.987,61,3
474397.776,7479701.836,1632.500, 2.570, 1.157,61,3
474417.386,7479721.851,1602.500, 0.640, 0.894,61,13
474392.226,7479715.289,1617.500, 1.210, 0.882,61,7
474382.721,7479711.589,1617.500, 1.040, 0.856,61,7
474384.282,7479721.640,1617.500, 1.400, 0.852,61,7
474393.787,7479725.339,1617.500, 0.940, 0.929,61,7
474390.665,7479705.238,1617.500, 1.880, 0.916,61,7
474416.060,7479696.236,1617.500, 1.820, 1.095,61,7
474401.237,7479692.940,1617.500, 2.010, 1.347,61,8
474404.982,7479687.032,1617.500, 1.960, 1.135,61,8
474395.013,7479713.165,1602.500, 0.646, 0.829,61,13
474407.283,7479702.061,1617.500, 1.970, 1.096,61,7
474409.676,7479712.637,1617.500, 1.510, 0.961,61,7
474414.737,7479705.493,1617.500, 1.130, 1.047,61,7
474411.146,7479696.223,1617.500, 2.180, 1.116,61,7
474396.548,7479705.846,1617.500, 1.070, 1.101,61,7
474414.701,7479690.202,1617.500, 2.470, 1.096,61,7
474418.015,7479684.036,1617.500, 1.870, 1.077,61,8
474396.239,7479712.714,1617.500, 0.760, 0.949,61,7
474404.993,7479682.486,1617.500, 0.830, 1.132,61,8
474424.004,7479689.885,1617.500, 2.570, 1.030,61,7
474398.282,7479719.409,1617.500, 2.340, 0.933,61,7
474426.166,7479683.654,1602.500, 0.968, 0.969,61,10
474422.311,7479689.215,1602.500, 1.044, 0.922,61,10
474406.511,7479730.503,1617.500, 0.850, 1.010,61,7
474403.293,7479729.039,1617.500, 0.718, 1.002,61,7
474401.916,7479725.222,1617.500, 0.870, 1.000,61,7
474424.242,7479709.193,1617.500, 1.266, 0.908,61,7
474418.863,7479706.843,1632.500, 1.978, 1.179,61,5
474413.415,7479709.075,1632.500, 1.775, 1.063,61,5
474406.131,7479708.950,1617.500, 1.610, 0.970,61,7
474407.486,7479703.143,1602.500, 1.617, 0.903,61,13
474425.565,7479699.935,1617.500, 1.843, 0.997,61,7
474469.970,7479698.332,1602.500, 0.907, 0.892,61,10
474444.055,7479707.473,1602.500, 0.387, 0.989,61,10
474431.428,7479683.672,1602.500, 0.658, 0.971,61,10
474440.933,7479687.372,1602.500, 0.800, 1.094,61,10
474432.989,7479693.723,1602.500, 0.833, 0.924,61,10
474435.071,7479703.635,1617.500, 0.622, 0.788,61,7
474433.748,7479712.892,1617.500, 1.069, 0.808,61,7
474440.527,7479688.303,1617.500, 1.158, 1.202,61,7
474443.015,7479697.284,1617.500, 0.515, 1.011,61,7
474452.060,7479708.989,1602.500, 0.473, 1.033,61,10
474477.915,7479691.981,1602.500, 1.784, 0.925,61,9
474468.410,7479688.282,1602.500, 1.940, 1.027,61,9
474448.878,7479681.021,1602.500, 0.860, 1.145,61,10
474459.526,7479724.675,1632.500, 1.071, 0.809,61,5
474440.476,7479715.121,1617.500, 0.842, 0.941,61,7
474431.949,7479683.534,1617.500, 1.370, 1.074,61,7
474436.516,7479720.893,1617.500, 0.762, 0.992,61,7
474428.687,7479720.037,1617.500, 1.558, 0.939,61,7
474430.814,7479724.781,1617.500, 1.056, 0.896,61,7
474428.810,7479704.583,1632.500, 2.016, 1.256,61,5
474430.920,7479726.644,1602.500, 0.630, 0.880,61,13
474469.473,7479722.414,1632.500, 0.735, 0.892,61,5
474431.080,7479719.736,1602.500, 0.590, 0.938,61,13
474455.626,7479707.512,1632.500, 1.507, 0.908,61,5
474443.104,7479708.643,1617.500, 0.532, 0.806,61,7
474445.658,7479702.126,1617.500, 0.526, 0.948,61,7
474468.595,7479695.540,1632.500, 4.915, 1.061,61,5
474472.504,7479710.287,1617.500, 0.738, 0.697,61,7
474475.077,7479718.007,1617.500, 0.580, 0.684,61,7
474443.573,7479686.139,1617.500, 1.594, 1.219,61,7
474451.959,7479685.771,1617.500, 1.450, 1.200,61,7
474449.429,7479692.298,1617.500, 1.096, 1.181,61,7
474442.494,7479697.423,1602.500, 0.571, 0.981,61,10
474478.818,7479683.225,1602.500, 1.796, 1.062,61,9
474477.836,7479699.862,1602.500, 0.960, 0.506,61,9
474464.365,7479681.951,1617.500, 2.400, 1.065,61,7
474461.841,7479688.480,1617.500, 2.440, 1.058,61,7
474458.383,7479684.721,1602.500, 0.945, 1.152,61,9
474469.742,7479686.099,1617.500, 2.822, 1.073,61,7
474472.170,7479700.907,1617.500, 0.890, 0.741,61,7
474458.649,7479697.801,1632.500, 2.167, 1.192,61,5
474438.756,7479702.322,1632.500, 1.292, 1.103,61,5
474435.733,7479712.033,1632.500, 1.966, 0.808,61,5
474442.657,7479719.484,1632.500, 0.942, 0.746,61,5
474439.634,7479729.196,1632.500, 1.775, 0.715,61,5
474431.419,7479729.447,1632.500, 1.176, 0.664,61,5
474459.944,7479694.771,1602.500, 1.112, 1.087,61,9
474449.580,7479726.935,1632.500, 0.510, 0.748,61,5
474472.496,7479712.703,1632.500, 1.214, 0.867,61,5
474445.679,7479709.773,1632.500, 1.713, 0.832,61,5
474441.779,7479692.611,1632.500, 0.825, 0.829,61,5
474461.672,7479688.090,1632.500, 1.402, 0.990,61,5
474451.307,7479715.130,1617.500, 0.542, 0.942,61,7
474464.910,7479706.704,1617.500, 1.101, 0.716,61,7
474432.710,7479721.745,1632.500, 1.792, 0.680,61,5
474471.618,7479685.829,1632.500, 4.729, 1.056,61,5
474475.519,7479702.991,1632.500, 0.986, 0.868,61,5
474465.572,7479705.252,1632.500, 1.011, 0.955,61,5
474497.492,7479689.606,1617.500, 0.510, 0.628,61,7
474521.800,7479690.516,1617.500, 0.400, 0.668,61,6
474482.442,7479710.442,1632.500, 1.184, 0.841,61,5
474485.465,7479700.731,1632.500, 0.676, 0.742,61,5
474489.234,7479696.438,1617.500, 0.510, 0.638,61,7
474514.376,7479696.729,1617.500, 0.430, 0.669,61,6
474482.054,7479711.793,1617.500, 0.650, 0.699,61,7
474525.442,7479710.479,1617.500, 0.420, 0.541,61,6
474529.326,7479711.705,1632.500, 0.629, 0.962,61,5
474509.014,7479712.807,1632.500, 0.358, 0.573,61,5
474524.755,7479720.791,1632.500, 0.229, 0.580,61,5
474513.602,7479685.509,1617.500, 0.790, 0.520,61,6
474488.581,7479687.118,1617.500, 1.090, 0.960,61,7
474504.489,7479683.117,1617.500, 0.820, 0.465,61,7
474501.609,7479729.532,1617.500, 0.350, 0.426,61,7
474510.028,7479730.428,1632.500, 0.335, 0.314,61,5
474504.443,7479721.893,1632.500, 0.592, 0.501,61,5
474489.323,7479700.074,1632.500, 0.631, 0.515,61,5
474513.585,7479703.721,1632.500, 0.607, 0.703,61,5
474519.059,7479726.881,1617.500, 0.190, 0.390,61,7
474490.289,7479704.423,1617.500, 0.450, 0.501,61,7
474506.178,7479691.721,1617.500, 0.340, 0.511,61,6
474490.542,7479715.782,1617.500, 0.354, 0.501,61,7
474523.881,7479700.428,1617.500, 0.445, 0.531,61,6
474520.184,7479729.877,1632.500, 0.307, 0.442,61,5
