midx,midy,midz,cut_real,cut_est,ugcut,f1
475076.447,7481550.995,1602.500, 2.300, 1.830,40,20
475074.904,7481564.909,1602.500, 3.010, 1.940,40,20
475057.399,7481559.446,1602.500, 1.727, 1.989,40,21
475082.025,7481555.135,1602.500, 2.584, 1.826,40,20
475047.016,7481544.208,1602.500, 1.524, 1.893,40,21
475052.593,7481548.349,1602.500, 1.950, 1.934,40,21
475051.822,7481555.306,1602.500, 2.066, 2.004,40,21
475058.171,7481552.489,1602.500, 1.032, 1.954,40,21
475070.098,7481553.812,1602.500, 0.996, 1.881,40,20
475081.253,7481562.092,1602.500, 1.853, 1.826,40,20
475056.627,7481566.403,1602.500, 2.170, 1.946,40,21
475092.408,7481570.372,1602.500, 0.798, 1.672,40,20
475105.107,7481564.738,1602.500, 1.630, 1.586,40,20
475116.262,7481573.018,1602.500, 2.680, 1.492,40,20
475093.180,7481563.415,1602.500, 4.686, 1.704,40,20
475087.602,7481559.275,1602.500, 2.597, 1.845,40,20
475098.757,7481567.555,1602.500, 2.980, 1.533,40,20
475101.073,7481546.683,1602.500, 5.740, 1.573,40,20
475095.495,7481542.543,1602.500, 2.860, 1.673,40,20
475118.577,7481552.146,1602.500, 1.110, 1.450,40,20
475089.146,7481545.360,1602.500, 1.360, 1.718,40,20
475117.033,7481566.061,1602.500, 1.610, 1.431,40,20
475104.335,7481571.695,1602.500, 0.513, 1.537,40,20
475099.529,7481560.598,1602.500, 1.980, 1.597,40,20
475107.422,7481543.866,1602.500, 2.460, 1.395,40,20
475112.228,7481554.963,1602.500, 1.270, 1.423,40,20
475089.917,7481538.403,1602.500, 2.910, 1.689,40,20
475106.650,7481550.823,1602.500, 2.740, 1.460,40,20
475110.684,7481568.878,1602.500, 2.690, 1.547,40,20
475122.566,7481565.831,1602.500, 1.302, 1.395,40,20
475111.456,7481561.921,1602.500, 1.800, 1.499,40,20
475088.374,7481552.317,1602.500, 2.190, 1.774,40,20
475094.723,7481549.500,1602.500, 5.380, 1.732,40,20
475093.952,7481556.458,1602.500, 1.920, 1.738,40,20
475117.805,7481559.104,1602.500, 9.330, 1.426,40,20
475132.399,7481561.539,1602.500, 2.555, 1.478,40,20
475228.371,7481539.888,1602.500, 1.089, 1.079,40,19
475238.204,7481535.595,1602.500, 1.209, 0.989,40,19
475316.929,7481566.429,1602.500, 0.890, 0.716,40,20
475308.960,7481548.545,1602.500, 1.260, 0.853,40,20
475318.113,7481555.191,1602.500, 1.220, 0.748,40,20
475327.267,7481561.837,1602.500, 0.780, 0.739,40,20
475307.775,7481559.783,1602.500, 0.870, 0.799,40,20
475326.083,7481573.074,1602.500, 1.070, 0.777,40,21
475319.298,7481543.953,1602.500, 1.050, 0.887,40,20
475042.840,7481611.327,1602.500, 1.497, 1.815,40,22
475043.157,7481578.995,1602.500, 2.880, 1.903,40,21
475058.346,7481605.330,1602.500, 0.830, 1.885,40,22
475052.769,7481601.190,1602.500, 1.560, 1.935,40,22
475073.360,7481578.824,1602.500, 2.859, 1.861,40,22
475067.783,7481574.684,1602.500, 3.376, 1.843,40,22
475051.997,7481608.147,1602.500, 0.840, 2.003,40,22
475079.709,7481576.007,1602.500, 1.541, 1.845,40,22
475057.575,7481612.288,1602.500, 1.010, 1.997,40,22
475120.207,7481587.101,1602.500, 1.804, 1.156,40,20
475087.243,7481574.278,1602.500, 0.928, 1.737,40,20
475109.912,7481575.835,1602.500, 1.306, 1.278,40,20
475097.986,7481574.512,1602.500, 1.158, 1.200,40,20
475091.636,7481577.330,1602.500, 1.050, 1.063,40,20
475115.490,7481579.976,1602.500, 1.004, 1.255,40,20
475103.563,7481578.653,1602.500, 1.670, 1.176,40,20
475137.514,7481599.786,1602.500, 2.500, 1.439,40,20
475147.347,7481595.494,1602.500, 2.187, 1.328,40,20
475127.680,7481604.078,1602.500, 2.180, 1.271,40,20
475154.662,7481591.224,1602.500, 1.784, 1.458,40,20
475139.911,7481574.641,1602.500, 6.830, 1.394,40,20
475148.526,7481584.859,1602.500, 1.896, 1.454,40,20
475138.693,7481589.151,1602.500, 4.960, 1.313,40,20
475128.860,7481593.443,1602.500, 1.348, 1.183,40,20
475335.237,7481579.720,1602.500, 2.340, 0.940,40,21
474946.200,7481650.995,1602.500, 1.730, 0.723,40,23
474956.880,7481645.007,1602.500, 1.130, 0.662,40,23
475044.730,7481642.125,1602.500, 1.090, 1.174,40,22
475044.741,7481614.000,1602.500, 0.638, 1.841,40,22
475041.661,7481621.962,1602.500, 0.540, 1.473,40,22
475040.481,7481632.596,1602.500, 0.836, 1.347,40,22
475044.651,7481649.125,1602.500, 0.896, 1.072,40,22
475086.021,7481642.914,1602.500, 1.480, 1.457,40,22
475067.578,7481640.926,1602.500, 1.570, 1.471,40,22
475050.317,7481628.275,1602.500, 2.610, 1.558,40,22
475068.760,7481630.263,1602.500, 2.020, 1.648,40,22
475056.803,7481619.245,1602.500, 1.890, 1.939,40,22
475060.130,7481623.937,1602.500, 2.350, 1.838,40,22
475078.573,7481625.925,1602.500, 1.270, 1.794,40,22
475086.748,7481641.566,1602.500, 1.653, 1.481,40,22
475066.322,7481651.100,1602.500, 0.980, 1.218,40,22
475051.225,7481615.105,1602.500, 1.520, 1.903,40,22
475077.390,7481636.588,1602.500, 1.800, 1.551,40,22
475057.765,7481645.265,1602.500, 0.950, 1.304,40,22
475076.156,7481646.808,1602.500, 1.110, 1.523,40,22
475049.135,7481638.939,1602.500, 0.918, 1.346,40,22
475084.809,7481653.151,1602.500, 1.300, 1.530,40,22
475050.612,7481652.692,1602.500, 0.894, 1.055,40,22
475126.501,7481614.713,1602.500, 1.705, 1.323,40,20
475094.642,7481648.859,1602.500, 1.430, 1.382,40,22
475152.170,7481613.686,1602.500, 1.351, 1.422,40,20
474940.503,7481658.024,1602.500, 2.080, 1.107,40,23
475002.377,7481673.149,1602.500, 1.390, 0.940,40,22
475014.456,7481666.285,1602.500, 1.250, 0.632,40,22
475020.337,7481676.852,1602.500, 1.530, 0.591,40,22
475038.217,7481687.555,1602.500, 2.440, 0.660,40,22
475008.337,7481676.716,1602.500, 1.400, 0.670,40,22
475026.455,7481666.420,1602.500, 1.200, 0.653,40,22
475020.416,7481669.852,1602.500, 1.530, 0.566,40,22
475026.376,7481673.420,1602.500, 1.090, 0.565,40,22
475008.496,7481662.717,1602.500, 0.840, 0.770,40,22
475020.495,7481662.853,1602.500, 1.390, 0.638,40,22
475032.257,7481683.987,1602.500, 0.770, 0.583,40,22
475020.179,7481690.851,1602.500, 1.830, 0.663,40,22
475044.335,7481677.123,1602.500, 0.979, 0.766,40,22
475044.572,7481656.124,1602.500, 1.049, 1.006,40,22
475038.454,7481666.556,1602.500, 0.617, 0.803,40,22
475044.414,7481670.124,1602.500, 2.151, 0.828,40,22
475026.297,7481680.419,1602.500, 1.820, 0.558,40,22
475032.336,7481676.987,1602.500, 0.950, 0.602,40,22
475032.415,7481669.988,1602.500, 0.730, 0.692,40,22
475056.489,7481655.392,1602.500, 1.390, 1.056,40,22
475056.334,7481677.259,1602.500, 1.230, 1.371,40,22
475056.413,7481670.259,1602.500, 0.960, 1.003,40,22
475074.976,7481657.443,1602.500, 1.070, 1.302,40,22
475050.453,7481666.692,1602.500, 1.107, 1.049,40,22
475056.493,7481663.260,1602.500, 1.250, 1.053,40,22
475050.374,7481673.691,1602.500, 1.174, 0.833,40,22
475050.533,7481659.692,1602.500, 1.013, 1.058,40,22
475093.463,7481659.493,1602.500, 1.137, 1.494,40,22
475038.138,7481694.554,1602.500, 1.900, 1.002,40,22
475020.099,7481697.851,1602.500, 1.040, 1.073,40,22
475032.099,7481697.986,1602.500, 1.340, 1.067,40,22
474560.362,7479443.961,1617.500, 0.408, 0.633,40,7
474481.650,7479484.941,1617.500, 1.184, 1.534,40,5
474564.616,7479470.651,1617.500, 0.968, 0.671,40,7
474537.040,7479473.810,1632.500, 1.248, 1.133,40,4
474583.986,7479461.553,1617.500, 0.175, 0.945,40,7
474582.208,7479482.937,1617.500, 1.219, 0.713,40,7
474574.301,7479466.102,1617.500, 0.232, 0.814,40,7
474566.393,7479449.266,1617.500, 0.328, 0.704,40,7
474583.097,7479472.245,1617.500, 0.343, 0.851,40,7
474584.874,7479450.861,1617.500, 0.140, 0.733,40,7
474462.996,7479505.823,1617.500, 1.822, 1.885,40,5
474477.319,7479523.074,1617.500, 1.323, 2.168,40,4
474467.660,7479500.602,1617.500, 1.887, 1.755,40,4
474478.570,7479515.073,1617.500, 2.227, 2.015,40,4
474498.641,7479525.480,1632.500, 1.270, 1.119,40,4
474487.980,7479524.277,1632.500, 1.420, 1.177,40,4
474494.380,7479515.665,1632.500, 1.350, 0.850,40,4
474509.303,7479526.683,1632.500, 1.080, 1.250,40,4
474487.980,7479524.277,1617.500, 1.110, 2.177,40,4
474497.646,7479496.111,1617.500, 1.528, 1.594,40,5
474491.246,7479504.722,1617.500, 1.387, 1.727,40,5
474501.907,7479505.926,1617.500, 1.128, 1.647,40,5
474500.237,7479525.226,1617.500, 1.298, 1.715,40,5
474506.169,7479515.740,1617.500, 1.292, 1.499,40,5
474510.431,7479525.555,1617.500, 1.720, 1.427,40,5
474512.569,7479507.129,1617.500, 1.192, 1.186,40,5
474537.025,7479520.478,1632.500, 0.289, 0.693,40,4
474571.634,7479498.178,1617.500, 0.300, 0.624,40,7
474581.319,7479493.629,1617.500, 0.200, 0.646,40,7
474402.979,7479541.546,1617.500, 3.500, 2.051,40,8
474397.541,7479547.476,1617.500, 2.550, 1.598,40,8
474400.728,7479545.207,1617.500, 3.200, 1.651,40,8
474403.943,7479558.732,1617.500, 3.535, 1.350,40,8
474398.328,7479554.553,1617.500, 2.333, 1.376,40,8
474393.579,7479550.910,1617.500, 2.281, 1.782,40,8
474400.710,7479560.224,1617.500, 2.250, 1.366,40,8
474388.334,7479556.126,1617.500, 1.491, 1.649,40,8
474395.123,7479555.663,1617.500, 2.193, 1.469,40,8
474408.199,7479546.028,1617.500, 2.620, 1.679,40,8
474414.034,7479560.700,1617.500, 2.150, 1.237,40,8
474443.975,7479528.842,1617.500, 4.758, 2.430,40,5
474408.644,7479556.234,1617.500, 1.856, 1.273,40,8
474417.947,7479548.872,1617.500, 1.622, 1.718,40,8
474441.873,7479549.310,1617.500, 2.770, 2.344,40,4
474411.723,7479543.845,1617.500, 1.856, 1.812,40,8
474413.175,7479555.261,1617.500, 2.149, 1.403,40,8
474406.952,7479550.234,1617.500, 2.173, 1.502,40,8
474417.757,7479545.168,1617.500, 1.660, 1.824,40,8
474441.986,7479541.897,1617.500, 2.590, 2.278,40,4
474409.558,7479562.912,1617.500, 1.988, 1.264,40,8
474440.108,7479556.452,1617.500, 1.660, 2.160,40,8
474443.663,7479566.044,1617.500, 1.292, 1.904,40,8
474433.002,7479564.841,1617.500, 2.900, 1.618,40,8
474418.980,7479554.960,1617.500, 1.637, 1.530,40,8
474406.870,7479565.327,1617.500, 2.012, 1.398,40,8
474413.590,7479550.494,1617.500, 1.388, 1.590,40,8
474429.762,7479563.891,1617.500, 1.555, 1.547,40,8
474412.367,7479540.703,1617.500, 1.780, 1.884,40,8
474481.093,7479542.703,1617.500, 1.938, 1.914,40,4
474459.732,7479557.757,1632.500, 0.850, 1.517,40,3
474464.777,7479565.166,1632.500, 1.050, 1.871,40,3
474469.348,7479556.080,1632.500, 1.800, 1.657,40,3
474467.597,7479539.934,1632.500, 2.420, 1.683,40,4
474479.504,7479555.529,1632.500, 4.810, 1.475,40,3
474459.770,7479540.297,1617.500, 1.505, 1.976,40,4
474453.884,7479567.192,1632.500, 0.890, 1.522,40,3
474463.026,7479549.020,1632.500, 1.790, 1.642,40,4
474474.933,7479564.615,1632.500, 1.340, 1.784,40,3
474481.580,7479532.888,1617.500, 1.860, 2.168,40,4
474450.769,7479557.655,1617.500, 1.531, 2.045,40,4
474458.120,7479548.908,1617.500, 2.295, 1.893,40,4
474462.381,7479553.420,1647.500, 0.395, 0.658,40,3
474481.580,7479532.888,1632.500, 0.950, 1.314,40,4
474468.781,7479550.111,1617.500, 1.494, 1.817,40,4
474470.919,7479531.685,1617.500, 2.468, 2.099,40,4
474447.459,7479547.705,1617.500, 3.131, 2.120,40,4
474461.430,7479558.859,1617.500, 2.200, 1.755,40,4
474454.324,7479567.247,1617.500, 2.607, 1.890,40,4
474482.753,7479561.265,1617.500, 3.513, 1.659,40,5
474511.747,7479546.856,1617.500, 0.790, 1.776,40,5
474510.859,7479557.548,1617.500, 1.219, 1.831,40,5
474490.104,7479552.518,1647.500, 1.217, 1.047,40,3
474507.165,7479545.109,1647.500, 0.755, 0.686,40,3
474515.689,7479564.738,1647.500, 0.467, 0.537,40,3
474513.565,7479536.498,1632.500, 0.700, 1.137,40,4
474494.366,7479562.332,1647.500, 0.859, 0.902,40,3
474513.528,7479534.777,1617.500, 0.906, 1.498,40,5
474505.027,7479563.535,1632.500, 0.820, 1.825,40,3
474485.089,7479564.065,1632.500, 2.390, 1.970,40,3
474491.754,7479543.906,1617.500, 1.289, 2.199,40,4
474492.242,7479534.091,1617.500, 1.339, 2.247,40,4
474524.226,7479537.701,1632.500, 0.776, 1.055,40,4
474511.427,7479554.924,1632.500, 0.760, 1.184,40,3
474501.174,7479562.097,1617.500, 2.080, 1.791,40,5
474519.655,7479563.692,1617.500, 0.931, 1.475,40,5
474519.964,7479527.886,1632.500, 1.056, 1.221,40,4
474534.887,7479538.904,1632.500, 0.905, 1.107,40,4
474539.149,7479548.719,1632.500, 1.176, 0.881,40,4
474530.626,7479529.089,1632.500, 0.656, 0.963,40,4
474528.488,7479547.515,1632.500, 0.479, 1.013,40,4
474532.750,7479557.330,1632.500, 0.584, 0.986,40,4
474392.334,7479602.534,1632.500, 0.946, 1.212,40,3
474380.845,7479605.146,1632.500, 0.960, 1.270,40,3
474365.495,7479606.730,1617.500, 0.420, 0.987,40,8
474374.119,7479603.723,1617.500, 0.560, 1.172,40,8
474401.470,7479591.926,1632.500, 1.420, 1.196,40,3
474403.325,7479572.452,1617.500, 1.499, 1.357,40,8
474387.765,7479607.838,1632.500, 0.229, 1.217,40,3
474406.947,7479578.582,1617.500, 1.533, 1.297,40,8
474436.232,7479574.518,1617.500, 2.111, 1.265,40,8
474439.894,7479575.354,1632.500, 1.240, 1.325,40,3
474405.551,7479568.827,1617.500, 2.377, 1.283,40,8
474409.474,7479577.569,1617.500, 1.487, 1.314,40,8
474425.571,7479573.315,1617.500, 0.437, 0.916,40,8
474435.732,7479602.873,1632.500, 1.200, 0.962,40,3
474434.726,7479584.440,1632.500, 2.010, 1.128,40,3
474419.192,7479575.534,1617.500, 1.220, 1.001,40,8
474430.155,7479594.718,1632.500, 1.520, 0.973,40,3
474411.166,7479573.007,1617.500, 2.691, 1.209,40,8
474429.160,7479583.018,1617.500, 0.368, 0.957,40,8
474440.170,7479593.704,1632.500, 1.450, 1.209,40,3
474424.816,7479569.631,1617.500, 0.625, 1.053,40,8
474413.031,7479570.431,1617.500, 1.500, 1.177,40,8
474464.986,7479568.450,1617.500, 1.392, 1.673,40,4
474468.216,7479578.128,1617.500, 1.936, 1.462,40,5
474446.894,7479575.722,1617.500, 1.920, 1.636,40,4
474470.905,7479578.352,1647.500, 0.378, 0.927,40,3
474470.362,7479573.701,1632.500, 1.300, 1.925,40,3
474468.767,7479596.778,1647.500, 0.662, 0.808,40,2
474481.567,7479579.555,1647.500, 0.804, 1.018,40,3
474449.695,7479575.895,1632.500, 0.700, 1.287,40,3
474480.518,7479573.151,1632.500, 1.750, 1.819,40,3
474457.555,7479576.925,1617.500, 1.502, 1.536,40,5
474466.738,7479599.109,1632.500, 0.700, 1.850,40,3
474444.987,7479584.626,1632.500, 1.200, 1.245,40,3
474480.465,7479601.064,1632.500, 1.680, 2.209,40,3
474460.206,7479574.252,1632.500, 1.290, 1.559,40,3
474457.469,7479598.321,1632.500, 1.790, 1.654,40,3
474452.777,7479604.264,1632.500, 1.280, 1.396,40,3
474445.923,7479599.914,1632.500, 0.670, 1.229,40,3
474455.635,7479583.338,1632.500, 1.250, 1.450,40,3
474475.947,7479582.237,1632.500, 2.490, 2.020,40,3
474465.791,7479582.787,1632.500, 0.890, 1.562,40,3
474467.757,7479605.537,1632.500, 0.950, 2.038,40,3
474474.358,7479603.206,1632.500, 1.080, 2.173,40,3
474461.220,7479591.873,1632.500, 1.310, 1.661,40,3
474477.408,7479595.789,1632.500, 2.930, 2.133,40,3
474471.376,7479591.322,1632.500, 1.010, 2.095,40,3
474461.157,7479607.868,1632.500, 0.900, 1.713,40,3
474513.551,7479583.165,1632.500, 0.912, 1.337,40,3
474519.950,7479574.553,1632.500, 0.400, 1.025,40,3
474517.813,7479592.979,1632.500, 0.496, 1.065,40,3
474522.074,7479602.794,1632.500, 0.686, 1.075,40,3
474486.103,7479581.686,1632.500, 1.750, 1.989,40,3
474490.674,7479572.600,1632.500, 1.260, 1.743,40,3
474502.889,7479581.961,1647.500, 0.490, 0.800,40,3
474490.090,7479599.184,1647.500, 1.038, 0.882,40,2
474513.014,7479606.740,1632.500, 1.170, 1.084,40,3
474501.638,7479587.710,1632.500, 1.150, 1.479,40,3
474509.289,7479573.350,1632.500, 1.100, 1.514,40,3
474500.760,7479593.882,1632.500, 2.580, 1.632,40,3
474494.159,7479596.213,1632.500, 3.230, 1.985,40,3
474487.066,7479598.733,1632.500, 2.690, 2.141,40,3
474508.250,7479601.858,1632.500, 1.710, 1.217,40,3
474517.813,7479592.979,1647.500, 0.501, 0.637,40,2
474501.649,7479604.189,1632.500, 1.690, 1.685,40,3
474496.259,7479581.135,1632.500, 1.340, 1.391,40,3
474495.048,7479606.519,1632.500, 1.660, 2.129,40,3
474491.688,7479590.221,1632.500, 2.550, 1.912,40,3
474507.360,7479591.551,1632.500, 1.360, 1.224,40,3
474539.135,7479595.386,1647.500, 0.272, 0.508,40,3
474547.673,7479568.348,1632.500, 0.993, 0.885,40,4
474539.135,7479595.386,1632.500, 0.910, 1.138,40,3
474551.934,7479578.163,1632.500, 0.642, 0.904,40,4
474556.196,7479587.977,1632.500, 1.490, 1.081,40,4
474554.058,7479606.403,1632.500, 0.860, 1.178,40,5
474543.397,7479605.200,1632.500, 2.293, 1.168,40,5
474530.612,7479575.756,1647.500, 0.325, 0.512,40,3
474532.736,7479603.997,1632.500, 1.970, 1.086,40,3
474528.474,7479594.182,1632.500, 0.930, 1.102,40,3
474560.458,7479597.792,1632.500, 2.897, 1.150,40,5
474571.119,7479598.995,1632.500, 1.988, 1.045,40,5
474577.519,7479590.384,1632.500, 1.690, 0.937,40,5
474573.257,7479580.569,1632.500, 0.630, 0.847,40,4
474566.858,7479589.180,1632.500, 1.213, 1.017,40,4
474353.094,7479642.110,1632.500, 0.791, 0.938,40,3
474344.645,7479643.351,1632.500, 0.538, 1.117,40,3
474361.261,7479629.860,1632.500, 1.347, 1.307,40,3
474366.880,7479621.361,1632.500, 1.976, 1.713,40,3
474379.720,7479609.013,1617.500, 0.857, 1.279,40,8
474364.257,7479614.504,1617.500, 0.380, 0.902,40,8
474364.815,7479634.254,1632.500, 0.843, 1.287,40,3
474400.009,7479644.838,1632.500, 0.841, 1.254,40,3
474387.724,7479643.634,1632.500, 2.038, 1.576,40,3
474378.629,7479618.446,1632.500, 1.200, 1.500,40,3
474373.890,7479612.344,1617.500, 0.479, 1.148,40,8
474383.197,7479613.142,1632.500, 0.716, 1.302,40,3
474426.108,7479638.632,1632.500, 1.490, 1.000,40,3
474429.808,7479647.042,1632.500, 1.430, 1.107,40,3
474443.169,7479631.224,1647.500, 0.310, 0.567,40,2
474426.729,7479612.660,1632.500, 0.770, 1.025,40,3
474420.719,7479647.424,1632.500, 1.209, 0.908,40,3
474434.646,7479611.595,1632.500, 2.790, 0.938,40,3
474436.770,7479639.836,1632.500, 0.400, 1.208,40,3
474422.342,7479632.086,1632.500, 0.902, 0.994,40,3
474409.927,7479615.249,1632.500, 0.820, 1.193,40,3
474442.751,7479608.258,1632.500, 3.310, 1.115,40,3
474441.355,7479614.861,1632.500, 2.560, 1.116,40,3
474447.431,7479641.039,1632.500, 2.040, 1.443,40,3
474454.556,7479610.199,1632.500, 1.210, 1.492,40,3
474460.084,7479638.167,1617.500, 2.418, 2.067,40,7
474470.891,7479625.019,1647.500, 1.511, 1.245,40,2
474475.247,7479613.512,1632.500, 1.010, 2.167,40,3
474479.653,7479617.803,1632.500, 2.700, 2.156,40,3
474467.749,7479621.493,1632.500, 1.020, 1.878,40,3
474479.061,7479634.889,1632.500, 2.970, 1.954,40,3
474447.956,7479612.530,1632.500, 1.770, 1.207,40,3
474445.307,7479612.798,1647.500, 0.286, 0.666,40,2
474468.647,7479615.843,1632.500, 2.110, 1.996,40,3
474460.001,7479635.010,1632.500, 1.200, 1.555,40,3
474468.905,7479635.440,1632.500, 0.950, 1.793,40,3
474473.696,7479626.857,1632.500, 1.910, 1.963,40,3
474458.092,7479642.242,1647.500, 0.295, 0.552,40,2
474483.633,7479625.803,1632.500, 1.450, 2.063,40,3
474463.540,7479627.262,1632.500, 1.390, 1.506,40,3
474479.415,7479644.648,1647.500, 0.390, 1.045,40,2
474484.646,7479643.425,1632.500, 1.020, 1.838,40,3
474468.029,7479631.816,1617.500, 2.233, 1.634,40,7
474458.092,7479642.242,1632.500, 3.230, 1.554,40,3
474460.230,7479623.816,1647.500, 0.299, 0.842,40,2
474481.847,7479611.181,1632.500, 1.360, 2.212,40,3
474477.490,7479623.923,1617.500, 1.966, 1.487,40,7
474468.693,7479617.780,1617.500, 1.580, 1.478,40,6
474462.046,7479618.174,1632.500, 0.650, 1.670,40,3
474477.291,7479616.407,1647.500, 1.502, 1.026,40,2
474486.286,7479630.067,1617.500, 1.670, 1.602,40,6
474509.530,7479633.237,1632.500, 0.760, 1.297,40,3
474496.730,7479615.558,1617.500, 1.546, 1.878,40,6
474489.218,7479634.339,1632.500, 1.370, 1.957,40,3
474493.789,7479625.253,1632.500, 1.400, 1.651,40,3
474490.076,7479645.851,1647.500, 0.835, 1.115,40,2
474513.537,7479629.831,1647.500, 0.273, 0.725,40,2
474519.686,7479632.686,1632.500, 0.930, 0.814,40,3
474518.817,7479613.812,1617.500, 2.070, 1.452,40,6
474505.013,7479610.202,1647.500, 0.905, 0.819,40,2
474487.045,7479620.107,1617.500, 2.160, 1.492,40,6
474492.214,7479627.425,1647.500, 0.688, 1.167,40,2
474488.448,7479608.850,1632.500, 1.490, 2.263,40,3
474499.374,7479633.788,1632.500, 1.410, 1.530,40,3
474499.628,7479617.924,1632.500, 1.930, 1.779,40,3
474494.803,7479642.874,1632.500, 1.290, 1.597,40,3
474514.101,7479624.151,1632.500, 0.600, 1.349,40,3
474504.580,7479609.542,1632.500, 1.590, 1.554,40,3
474494.865,7479624.771,1617.500, 1.700, 1.785,40,6
474502.293,7479617.124,1617.500, 1.700, 1.743,40,6
474489.446,7479618.378,1632.500, 1.780, 2.176,40,3
474494.956,7479612.407,1632.500, 2.900, 2.032,40,3
474503.945,7479624.702,1632.500, 1.160, 1.471,40,3
474518.672,7479615.065,1632.500, 1.750, 1.047,40,3
474509.312,7479610.112,1617.500, 1.510, 1.374,40,6
474536.998,7479613.812,1632.500, 0.769, 1.066,40,5
474547.659,7479615.015,1632.500, 0.645, 1.152,40,5
474526.336,7479612.609,1647.500, 0.464, 0.663,40,2
474558.320,7479616.218,1632.500, 0.250, 1.124,40,5
474526.336,7479612.609,1632.500, 0.991, 1.012,40,3
474354.543,7479685.976,1632.500, 0.918, 1.448,40,8
474359.032,7479667.219,1632.500, 0.766, 1.223,40,3
474353.529,7479668.355,1632.500, 0.611, 1.142,40,3
474359.114,7479676.890,1632.500, 1.299, 1.590,40,3
474348.958,7479677.441,1632.500, 0.560, 1.442,40,3
474344.387,7479686.527,1632.500, 0.841, 1.334,40,3
474364.699,7479685.425,1632.500, 1.027, 1.539,40,3
474402.648,7479654.652,1632.500, 2.220, 1.011,40,3
474389.599,7479672.146,1632.500, 3.654, 1.322,40,3
474374.925,7479660.857,1632.500, 2.349, 1.239,40,3
474368.526,7479669.469,1632.500, 1.403, 1.203,40,8
474381.325,7479652.246,1632.500, 1.305, 1.387,40,3
474373.154,7479681.800,1632.500, 2.248, 1.534,40,3
474391.986,7479653.449,1632.500, 0.522, 1.590,40,3
474382.641,7479679.151,1632.500, 1.311, 1.758,40,3
474396.248,7479663.264,1632.500, 1.275, 1.037,40,3
474386.232,7479662.628,1632.500, 2.258, 1.777,40,3
474400.510,7479673.078,1632.500, 3.337, 1.204,40,3
474392.468,7479679.863,1632.500, 2.339, 1.404,40,3
474406.007,7479664.828,1632.500, 2.380, 0.976,40,3
474412.400,7479659.869,1632.500, 1.670, 0.856,40,3
474428.232,7479666.873,1632.500, 1.863, 0.814,40,3
474437.161,7479657.559,1632.500, 1.622, 0.974,40,3
474410.746,7479673.688,1632.500, 1.740, 1.127,40,3
474421.922,7479668.338,1632.500, 1.925, 0.760,40,3
474422.581,7479661.257,1632.500, 1.499, 0.849,40,3
474444.438,7479656.143,1632.500, 1.877, 1.041,40,3
474420.716,7479675.220,1632.500, 2.715, 0.986,40,3
474411.728,7479652.901,1632.500, 2.323, 0.910,40,3
474412.009,7479666.838,1632.500, 1.883, 0.917,40,3
474431.469,7479668.115,1632.500, 1.412, 0.836,40,3
474438.392,7479675.565,1632.500, 1.360, 1.038,40,3
474421.908,7479654.289,1632.500, 2.170, 0.904,40,3
474441.415,7479665.854,1632.500, 1.982, 0.954,40,3
474428.446,7479677.826,1632.500, 2.650, 0.955,40,3
474451.362,7479663.593,1632.500, 1.304, 1.044,40,3
474473.015,7479653.260,1647.500, 1.504, 0.751,40,2
474458.285,7479671.044,1632.500, 1.454, 1.312,40,3
474449.222,7479648.212,1632.500, 3.740, 1.377,40,3
474477.277,7479663.074,1647.500, 1.417, 0.697,40,2
474454.385,7479653.882,1632.500, 1.132, 1.397,40,3
474445.754,7479659.344,1647.500, 0.440, 0.362,40,2
474451.693,7479650.853,1647.500, 0.336, 0.583,40,2
474480.075,7479652.511,1632.500, 3.190, 1.645,40,3
474490.231,7479651.960,1632.500, 3.430, 1.709,40,3
474485.801,7479682.704,1647.500, 2.595, 0.649,40,2
474496.462,7479683.907,1647.500, 1.427, 0.633,40,2
474643.597,7479672.510,1647.500, 0.107, 0.270,40,3
474622.275,7479670.104,1647.500, 0.243, 0.505,40,3
474618.013,7479660.289,1647.500, 0.173, 0.497,40,3
474267.510,7479728.065,1632.500, 1.336, 0.624,40,5
474274.944,7479722.296,1632.500, 0.273, 0.729,40,5
474281.040,7479727.999,1632.500, 0.206, 0.781,40,5
474252.769,7479721.291,1632.500, 0.485, 0.453,40,5
474258.712,7479727.145,1632.500, 0.544, 0.467,40,5
474279.950,7479723.788,1632.500, 0.091, 0.731,40,5
474349.972,7479695.062,1632.500, 0.714, 1.287,40,3
474360.128,7479694.511,1632.500, 1.434, 1.481,40,3
474370.284,7479693.960,1632.500, 2.090, 1.539,40,3
474490.063,7479692.518,1647.500, 1.100, 0.638,40,2
474624.399,7479698.345,1647.500, 0.310, 0.311,40,3
474620.137,7479688.530,1647.500, 0.187, 0.329,40,3
474641.460,7479690.936,1647.500, 0.259, 0.241,40,3
474755.569,7479722.299,1632.500, 0.157, 0.384,40,4
474777.866,7479725.033,1632.500, 0.205, 0.350,40,4
474194.283,7479761.001,1617.500, 2.610, 2.716,40,8
474187.484,7479767.810,1617.500, 2.460, 2.568,40,8
474203.399,7479764.556,1617.500, 4.400, 2.600,40,8
474207.448,7479764.815,1632.500, 1.630, 2.021,40,5
474235.712,7479745.450,1632.500, 0.217, 1.072,40,5
474227.232,7479745.503,1617.500, 0.660, 1.065,40,8
474236.738,7479749.202,1617.500, 0.460, 0.539,40,8
